80,195,286,223,62,18,25,9,23
248,223,398,341,70,54,100,53,105
325,314,153,118,71,70,46,28,34
212,270,135,78,39,47,35,21,28
60,47,92,36,65,39,30,87,25
12,28,94,38,25,18,45,4,34
42,76,18,42,22,25,31,10,41
15,41,28,29,106,10,5,24,8
17,72,22,24,32,40,39,12,14
