"","X1","Textbox87","Textbox82","nat_definition4","region_name_3","textbox37","Category3","textbox39","Assur_DestinationCity1","Cases3","Cases4"
"557",110991,"From: 01 Jan 2003","To: 31 Dec 2003","Ethiopia",2003,2199,"Alabama",3,"Huntsville",3,32235
"558",74607,"From: 01 Jan 2004","To: 31 Dec 2004","Ethiopia",2004,2293,"Arizona",40,"Phoenix",31,56342
"559",80749,"From: 01 Jan 2005","To: 31 Dec 2005","Ethiopia",2005,1627,"Arizona",78,"Mesa",4,51897
"560",91795,"From: 01 Jan 2006","To: 31 Dec 2006","Ethiopia",2006,1308,"Arizona",23,"Glendale",4,39552
"561",86562,"From: 01 Jan 2007","To: 31 Dec 2007","Ethiopia",2007,946,"Arizona",14,"Phoenix",10,47753
"562",44590,"From: 01 Jan 2008","To: 31 Dec 2008","Ethiopia",2008,260,"Arizona",7,"Mesa",1,64733
"563",50707,"From: 01 Jan 2009","To: 31 Dec 2009","Ethiopia",2009,345,"Alabama",1,"Mobile",1,79942
"564",97808,"From: 01 Jan 2010","To: 31 Dec 2010","Ethiopia",2010,663,"Alabama",3,"Mobile",3,71361
"565",102780,"From: 01 Jan 2011","To: 31 Dec 2011","Ethiopia",2011,594,"Alabama",1,"Mobile",1,51458
"566",8461,"From: 01 Jan 2012","To: 31 Dec 2012","Ethiopia",2012,820,"Alabama",7,"Mobile",7,66292
"567",24126,"From: 01 Jan 2013","To: 31 Dec 2013","Ethiopia",2013,672,"Alabama",1,"Mobile",1,66066
"568",29789,"From: 01 Jan 2014","To: 31 Dec 2014","Ethiopia",2014,687,"Alabama",3,"Elba",2,72820
"569",56706,"From: 01 Jan 2015","To: 31 Dec 2015","Ethiopia",2015,682,"Alabama",1,"Guntersville",1,66517
"570",14824,"From: 01 Jan 2016","To: 31 Dec 2016","Ethiopia",2016,1322,"Alaska",6,"Anchorage",6,96874
"571",3385,"From: 01 Jan 2017","To: 31 Dec 2017","Ethiopia",2017,450,"Arizona",19,"Phoenix",14,33368
"572",19433,"From: 01 Jan 2018","To: 31 Dec 2018","Ethiopia",2018,346,"Arizona",31,"Glendale",10,22874
"573",33876,"From: 01 Jan 2019","To: 31 Dec 2019","Ethiopia",2019,184,"Arizona",19,"Laveen",1,27514
"574",58978,"From: 01 Jan 2002","To: 31 Dec 2002","Florida",2002,1970,"Afghanistan",85,"Jacksonville",52,30289
"575",107845,"From: 01 Jan 2003","To: 31 Dec 2003","Florida",2003,1092,"Afghanistan",32,"Jacksonville",14,32235
"576",71035,"From: 01 Jan 2004","To: 31 Dec 2004","Florida",2004,3310,"Afghanistan",54,"Jacksonville",27,56342
"577",77568,"From: 01 Jan 2005","To: 31 Dec 2005","Florida",2005,4951,"Afghanistan",41,"Fort Pierce",2,51897
"578",88869,"From: 01 Jan 2006","To: 31 Dec 2006","Florida",2006,2154,"Afghanistan",1,"Jacksonville",1,39552
"579",83516,"From: 01 Jan 2007","To: 31 Dec 2007","Florida",2007,3019,"Afghanistan",8,"Jacksonville",6,47753
"580",41159,"From: 01 Jan 2008","To: 31 Dec 2008","Florida",2008,3773,"Afghanistan",8,"Jacksonville",8,64733
"581",47177,"From: 01 Jan 2009","To: 31 Dec 2009","Florida",2009,4196,"Afghanistan",9,"Jacksonville",9,79942
"582",94382,"From: 01 Jan 2010","To: 31 Dec 2010","Florida",2010,4384,"Afghanistan",8,"Jacksonville",4,71361
"583",100015,"From: 01 Jan 2011","To: 31 Dec 2011","Florida",2011,2342,"Afghanistan",3,"Jacksonville",3,51458
"584",5275,"From: 01 Jan 2012","To: 31 Dec 2012","Florida",2012,2900,"Afghanistan",36,"Jacksonville",31,66292
"585",20684,"From: 01 Jan 2013","To: 31 Dec 2013","Florida",2013,3333,"Afghanistan",17,"Jacksonville",17,66066
"586",26275,"From: 01 Jan 2014","To: 31 Dec 2014","Florida",2014,3465,"Bhutan",5,"Orlando",5,72820
"587",53197,"From: 01 Jan 2015","To: 31 Dec 2015","Florida",2015,2309,"Afghanistan",19,"Clearwater",1,66517
"588",10632,"From: 01 Jan 2016","To: 31 Dec 2016","Florida",2016,3270,"Afghanistan",77,"Clearwater",6,96874
"589",405,"From: 01 Jan 2017","To: 31 Dec 2017","Florida",2017,1040,"Afghanistan",10,"Jacksonville",10,33368
"590",17235,"From: 01 Jan 2018","To: 31 Dec 2018","Florida",2018,586,"Afghanistan",7,"Jacksonville",7,22874
"591",31708,"From: 01 Jan 2019","To: 31 Dec 2019","Florida",2019,624,"Afghanistan",12,"Clearwater",2,27514
"592",111126,"From: 01 Jan 2003","To: 31 Dec 2003","France",2003,1,"Ohio",1,"Cincinnati",1,32235
"593",86661,"From: 01 Jan 2007","To: 31 Dec 2007","France",2007,1,"New York",1,"Buffalo",1,47753
"594",50777,"From: 01 Jan 2009","To: 31 Dec 2009","Gabon",2009,1,"Colorado",1,"Colorado Springs",1,79942
"595",97888,"From: 01 Jan 2010","To: 31 Dec 2010","Gabon",2010,2,"Illinois",1,"Chicago",1,71361
"596",102866,"From: 01 Jan 2011","To: 31 Dec 2011","Gabon",2011,4,"Arizona",1,"Tucson",1,51458
"597",29872,"From: 01 Jan 2014","To: 31 Dec 2014","Gabon",2014,1,"Michigan",1,"Kentwood",1,72820
"598",14956,"From: 01 Jan 2016","To: 31 Dec 2016","Gabon",2016,2,"North Carolina",2,"Dobson",2,96874
"599",111127,"From: 01 Jan 2003","To: 31 Dec 2003","Gambia",2003,9,"California",1,"La Mirada",1,32235
"600",74745,"From: 01 Jan 2004","To: 31 Dec 2004","Gambia",2004,3,"Georgia",3,"College Park",2,56342
"601",91910,"From: 01 Jan 2006","To: 31 Dec 2006","Gambia",2006,6,"Pennsylvania",6,"Pittsburgh",6,39552
"602",86662,"From: 01 Jan 2007","To: 31 Dec 2007","Gambia",2007,14,"Indiana",1,"Indianapolis",1,47753
"603",44650,"From: 01 Jan 2008","To: 31 Dec 2008","Gambia",2008,13,"Georgia",3,"Stone Mountain",3,64733
"604",50778,"From: 01 Jan 2009","To: 31 Dec 2009","Gambia",2009,3,"Colorado",1,"Denver",1,79942
"605",97890,"From: 01 Jan 2010","To: 31 Dec 2010","Gambia",2010,9,"Massachusetts",5,"Boston",2,71361
"606",102869,"From: 01 Jan 2011","To: 31 Dec 2011","Gambia",2011,7,"Massachusetts",2,"Chelsea",2,51458
"607",8562,"From: 01 Jan 2012","To: 31 Dec 2012","Gambia",2012,4,"Massachusetts",2,"Worcester",2,66292
"608",24226,"From: 01 Jan 2013","To: 31 Dec 2013","Gambia",2013,9,"California",2,"San Diego",2,66066
"609",29873,"From: 01 Jan 2014","To: 31 Dec 2014","Gambia",2014,1,"Tennessee",1,"Memphis",1,72820
"610",56807,"From: 01 Jan 2015","To: 31 Dec 2015","Gambia",2015,3,"Georgia",1,"Stone Mountain",1,66517
"611",14957,"From: 01 Jan 2016","To: 31 Dec 2016","Gambia",2016,5,"Colorado",4,"Aurora",4,96874
"612",33922,"From: 01 Jan 2019","To: 31 Dec 2019","Gambia",2019,1,"Illinois",1,"Chicago",1,27514
"613",8564,"From: 01 Jan 2012","To: 31 Dec 2012","Gaza Strip",2012,7,"California",7,"Sacramento",7,66292
"614",59116,"From: 01 Jan 2002","To: 31 Dec 2002","Georgia",2002,1036,"Afghanistan",100,"Atlanta",38,30289
"615",107960,"From: 01 Jan 2003","To: 31 Dec 2003","Georgia",2003,1221,"Afghanistan",69,"Atlanta",9,32235
"616",71196,"From: 01 Jan 2004","To: 31 Dec 2004","Georgia",2004,2157,"Afghanistan",38,"Atlanta",2,56342
"617",77737,"From: 01 Jan 2005","To: 31 Dec 2005","Georgia",2005,1885,"Afghanistan",86,"Alpharetta",1,51897
"618",88981,"From: 01 Jan 2006","To: 31 Dec 2006","Georgia",2006,1354,"Afghanistan",51,"Clarkston",4,39552
"619",83661,"From: 01 Jan 2007","To: 31 Dec 2007","Georgia",2007,1567,"Afghanistan",13,"Atlanta",1,47753
"620",41317,"From: 01 Jan 2008","To: 31 Dec 2008","Georgia",2008,2679,"Afghanistan",31,"Atlanta",9,64733
"621",47317,"From: 01 Jan 2009","To: 31 Dec 2009","Georgia",2009,3355,"Afghanistan",16,"Atlanta",2,79942
"622",94519,"From: 01 Jan 2010","To: 31 Dec 2010","Georgia",2010,3279,"Afghanistan",67,"Atlanta",21,71361
"623",100119,"From: 01 Jan 2011","To: 31 Dec 2011","Georgia",2011,2423,"Afghanistan",27,"Atlanta",23,51458
"624",5398,"From: 01 Jan 2012","To: 31 Dec 2012","Georgia",2012,2791,"Afghanistan",49,"Atlanta",19,66292
"625",20818,"From: 01 Jan 2013","To: 31 Dec 2013","Georgia",2013,2497,"Afghanistan",25,"Atlanta",15,66066
"626",26430,"From: 01 Jan 2014","To: 31 Dec 2014","Georgia",2014,2796,"Afghanistan",32,"Atlanta",18,72820
"627",53324,"From: 01 Jan 2015","To: 31 Dec 2015","Georgia",2015,2803,"Afghanistan",37,"Atlanta",26,66517
"628",10805,"From: 01 Jan 2016","To: 31 Dec 2016","Georgia",2016,3473,"Afghanistan",119,"Atlanta",64,96874
"629",498,"From: 01 Jan 2017","To: 31 Dec 2017","Georgia",2017,1075,"Afghanistan",38,"Atlanta",15,33368
"630",17295,"From: 01 Jan 2018","To: 31 Dec 2018","Georgia",2018,858,"Afghanistan",44,"Atlanta",42,22874
"631",31764,"From: 01 Jan 2019","To: 31 Dec 2019","Georgia",2019,1050,"Afghanistan",108,"Atlanta",96,27514
"632",80868,"From: 01 Jan 2005","To: 31 Dec 2005","Germany",2005,1,"Iowa",1,"Waterloo",1,51897
"633",62119,"From: 01 Jan 2002","To: 31 Dec 2002","Ghana",2002,5,"Massachusetts",2,"Lynn",2,30289
"634",111144,"From: 01 Jan 2003","To: 31 Dec 2003","Ghana",2003,7,"Connecticut",1,"Bridgeport",1,32235
"635",74756,"From: 01 Jan 2004","To: 31 Dec 2004","Ghana",2004,1,"New Jersey",1,"Newark",1,56342
"636",80869,"From: 01 Jan 2005","To: 31 Dec 2005","Ghana",2005,2,"New Jersey",1,"East Orange",1,51897
"637",91913,"From: 01 Jan 2006","To: 31 Dec 2006","Ghana",2006,7,"Illinois",1,"Chicago",1,39552
"638",86669,"From: 01 Jan 2007","To: 31 Dec 2007","Ghana",2007,3,"Texas",2,"Houston",2,47753
"639",50782,"From: 01 Jan 2009","To: 31 Dec 2009","Ghana",2009,1,"Colorado",1,"Colorado Springs",1,79942
"640",102874,"From: 01 Jan 2011","To: 31 Dec 2011","Ghana",2011,1,"Pennsylvania",1,"Upper Darby",1,51458
"641",3479,"From: 01 Jan 2017","To: 31 Dec 2017","Ghana",2017,3,"Georgia",3,"Atlanta",3,33368
"642",19497,"From: 01 Jan 2018","To: 31 Dec 2018","Ghana",2018,3,"Georgia",1,"Lithonia",1,22874
"643",33925,"From: 01 Jan 2019","To: 31 Dec 2019","Ghana",2019,1,"Ohio",1,"Fairfield",1,27514
"644",77858,"From: 01 Jan 2005","To: 31 Dec 2005","Guam",2005,5,"Vietnam",5,"Tamuning",5,51897
"645",102875,"From: 01 Jan 2011","To: 31 Dec 2011","Guatemala",2011,5,"Florida",5,"Miami",5,51458
"646",14961,"From: 01 Jan 2016","To: 31 Dec 2016","Guatemala",2016,24,"California",13,"Anaheim",1,96874
"647",3480,"From: 01 Jan 2017","To: 31 Dec 2017","Guatemala",2017,34,"California",24,"Buena Park",13,33368
"648",19499,"From: 01 Jan 2018","To: 31 Dec 2018","Guatemala",2018,48,"California",12,"Glendale",1,22874
"649",33926,"From: 01 Jan 2019","To: 31 Dec 2019","Guatemala",2019,150,"California",23,"Glendale",9,27514
"650",62121,"From: 01 Jan 2002","To: 31 Dec 2002","Guinea",2002,5,"New Jersey",5,"Newark",5,30289
"651",111149,"From: 01 Jan 2003","To: 31 Dec 2003","Guinea",2003,2,"Texas",2,"Houston",2,32235
"652",91917,"From: 01 Jan 2006","To: 31 Dec 2006","Guinea",2006,1,"Pennsylvania",1,"Philadelphia",1,39552
"653",44659,"From: 01 Jan 2008","To: 31 Dec 2008","Guinea",2008,3,"Michigan",1,"Lansing",1,64733
"654",50783,"From: 01 Jan 2009","To: 31 Dec 2009","Guinea",2009,3,"Maryland",3,"Suitland",3,79942
"655",97900,"From: 01 Jan 2010","To: 31 Dec 2010","Guinea",2010,9,"Indiana",1,"Indianapolis",1,71361
"656",102876,"From: 01 Jan 2011","To: 31 Dec 2011","Guinea",2011,1,"New Jersey",1,"Ewing",1,51458
"657",8566,"From: 01 Jan 2012","To: 31 Dec 2012","Guinea",2012,1,"Arizona",1,"Phoenix",1,66292
"658",24231,"From: 01 Jan 2013","To: 31 Dec 2013","Guinea",2013,8,"Pennsylvania",1,"Philadelphia",1,66066
"659",29876,"From: 01 Jan 2014","To: 31 Dec 2014","Guinea",2014,10,"Indiana",1,"Indianapolis",1,72820
"660",56813,"From: 01 Jan 2015","To: 31 Dec 2015","Guinea",2015,2,"Georgia",1,"Atlanta",1,66517
"661",14973,"From: 01 Jan 2016","To: 31 Dec 2016","Guinea",2016,5,"Connecticut",3,"New Haven",3,96874
"662",3492,"From: 01 Jan 2017","To: 31 Dec 2017","Guinea",2017,7,"Arizona",1,"Glendale",1,33368
"663",19515,"From: 01 Jan 2018","To: 31 Dec 2018","Guinea",2018,10,"Arizona",2,"Phoenix",2,22874
"664",33952,"From: 01 Jan 2019","To: 31 Dec 2019","Guinea",2019,8,"Arizona",2,"Phoenix",2,27514
"665",44662,"From: 01 Jan 2008","To: 31 Dec 2008","Guinea - Bissau",2008,2,"Idaho",2,"Boise",2,64733
"666",97904,"From: 01 Jan 2010","To: 31 Dec 2010","Guinea - Bissau",2010,4,"Idaho",4,"Boise",4,71361
"667",62122,"From: 01 Jan 2002","To: 31 Dec 2002","Haiti",2002,3,"Florida",3,"Orlando",3,30289
"668",74757,"From: 01 Jan 2004","To: 31 Dec 2004","Haiti",2004,19,"Florida",16,"Immokalee",1,56342
"669",80871,"From: 01 Jan 2005","To: 31 Dec 2005","Haiti",2005,6,"Florida",6,"Pompano Beach",6,51897
"670",97905,"From: 01 Jan 2010","To: 31 Dec 2010","Haiti",2010,18,"Florida",13,"Port Saint Lucie",4,71361
"671",29880,"From: 01 Jan 2014","To: 31 Dec 2014","Haiti",2014,4,"Florida",4,"Miami",4,72820
"672",59240,"From: 01 Jan 2002","To: 31 Dec 2002","Hawaii",2002,4,"China",1,"Honolulu",1,30289
"673",108087,"From: 01 Jan 2003","To: 31 Dec 2003","Hawaii",2003,15,"Burma",2,"Honolulu",2,32235
"674",71334,"From: 01 Jan 2004","To: 31 Dec 2004","Hawaii",2004,28,"Burma",10,"Honolulu",10,56342
"675",77859,"From: 01 Jan 2005","To: 31 Dec 2005","Hawaii",2005,23,"Burma",5,"Honolulu",5,51897
"676",89089,"From: 01 Jan 2006","To: 31 Dec 2006","Hawaii",2006,3,"Vietnam",3,"Honolulu",3,39552
"677",83765,"From: 01 Jan 2007","To: 31 Dec 2007","Hawaii",2007,14,"Burma",2,"Haleiwa",1,47753
"678",41444,"From: 01 Jan 2008","To: 31 Dec 2008","Hawaii",2008,12,"Burma",7,"Honolulu",7,64733
"679",47451,"From: 01 Jan 2009","To: 31 Dec 2009","Hawaii",2009,9,"Burma",1,"Honolulu",1,79942
"680",100219,"From: 01 Jan 2011","To: 31 Dec 2011","Hawaii",2011,1,"Burma",1,"Honolulu",1,51458
"681",20926,"From: 01 Jan 2013","To: 31 Dec 2013","Hawaii",2013,6,"Burma",2,"Mililani",2,66066
"682",26547,"From: 01 Jan 2014","To: 31 Dec 2014","Hawaii",2014,6,"Burma",5,"Honolulu",1,72820
"683",53435,"From: 01 Jan 2015","To: 31 Dec 2015","Hawaii",2015,3,"Burma",2,"Lihue",2,66517
"684",10950,"From: 01 Jan 2016","To: 31 Dec 2016","Hawaii",2016,3,"Burma",3,"Honolulu",3,96874
"685",97908,"From: 01 Jan 2010","To: 31 Dec 2010","Honduras",2010,20,"New Jersey",20,"Dover",19,71361
"686",102877,"From: 01 Jan 2011","To: 31 Dec 2011","Honduras",2011,5,"Arizona",3,"Phoenix",3,51458
"687",14975,"From: 01 Jan 2016","To: 31 Dec 2016","Honduras",2016,140,"California",18,"Bell Gardens",2,96874
"688",3498,"From: 01 Jan 2017","To: 31 Dec 2017","Honduras",2017,51,"California",3,"Los Angeles",3,33368
"689",19520,"From: 01 Jan 2018","To: 31 Dec 2018","Honduras",2018,71,"Arkansas",1,"Fayetteville",1,22874
"690",33959,"From: 01 Jan 2019","To: 31 Dec 2019","Honduras",2019,65,"Alabama",4,"Foley",4,27514
"691",59242,"From: 01 Jan 2002","To: 31 Dec 2002","Idaho",2002,302,"Afghanistan",100,"Boise",100,30289
"692",108089,"From: 01 Jan 2003","To: 31 Dec 2003","Idaho",2003,246,"Afghanistan",64,"Boise",64,32235
"693",71337,"From: 01 Jan 2004","To: 31 Dec 2004","Idaho",2004,456,"Afghanistan",31,"Boise",31,56342
"694",77863,"From: 01 Jan 2005","To: 31 Dec 2005","Idaho",2005,545,"Afghanistan",38,"Boise",38,51897
"695",89090,"From: 01 Jan 2006","To: 31 Dec 2006","Idaho",2006,518,"Afghanistan",30,"Boise",30,39552
"696",83770,"From: 01 Jan 2007","To: 31 Dec 2007","Idaho",2007,742,"Afghanistan",39,"Boise",39,47753
"697",41446,"From: 01 Jan 2008","To: 31 Dec 2008","Idaho",2008,1167,"Afghanistan",97,"Boise",97,64733
"698",47454,"From: 01 Jan 2009","To: 31 Dec 2009","Idaho",2009,1266,"Afghanistan",49,"Boise",39,79942
"699",94632,"From: 01 Jan 2010","To: 31 Dec 2010","Idaho",2010,969,"Afghanistan",45,"Boise",31,71361
"700",100220,"From: 01 Jan 2011","To: 31 Dec 2011","Idaho",2011,753,"Afghanistan",19,"Boise",14,51458
"701",5511,"From: 01 Jan 2012","To: 31 Dec 2012","Idaho",2012,788,"Afghanistan",35,"Boise",33,66292
"702",20928,"From: 01 Jan 2013","To: 31 Dec 2013","Idaho",2013,913,"Afghanistan",29,"Boise",16,66066
"703",26550,"From: 01 Jan 2014","To: 31 Dec 2014","Idaho",2014,1015,"Afghanistan",17,"Boise",15,72820
"704",53437,"From: 01 Jan 2015","To: 31 Dec 2015","Idaho",2015,961,"Afghanistan",26,"Boise",15,66517
"705",10951,"From: 01 Jan 2016","To: 31 Dec 2016","Idaho",2016,1232,"Afghanistan",75,"Boise",36,96874
"706",582,"From: 01 Jan 2017","To: 31 Dec 2017","Idaho",2017,356,"Afghanistan",4,"Boise",4,33368
"707",17345,"From: 01 Jan 2018","To: 31 Dec 2018","Idaho",2018,425,"Afghanistan",6,"Boise",6,22874
"708",31820,"From: 01 Jan 2019","To: 31 Dec 2019","Idaho",2019,455,"Afghanistan",21,"Boise",21,27514
"709",59258,"From: 01 Jan 2002","To: 31 Dec 2002","Illinois",2002,1006,"Afghanistan",71,"Aurora",15,30289
"710",108113,"From: 01 Jan 2003","To: 31 Dec 2003","Illinois",2003,1006,"Afghanistan",59,"Aurora",2,32235
"711",71357,"From: 01 Jan 2004","To: 31 Dec 2004","Illinois",2004,1395,"Afghanistan",23,"Chicago",14,56342
"712",77883,"From: 01 Jan 2005","To: 31 Dec 2005","Illinois",2005,1594,"Afghanistan",11,"Aurora",1,51897
"713",89111,"From: 01 Jan 2006","To: 31 Dec 2006","Illinois",2006,1145,"Afghanistan",1,"Aurora",1,39552
"714",83796,"From: 01 Jan 2007","To: 31 Dec 2007","Illinois",2007,1801,"Afghanistan",6,"Chicago",5,47753
"715",41474,"From: 01 Jan 2008","To: 31 Dec 2008","Illinois",2008,2687,"Afghanistan",6,"Chicago",2,64733
"716",47481,"From: 01 Jan 2009","To: 31 Dec 2009","Illinois",2009,2809,"Belarus",8,"Chicago",3,79942
"717",94660,"From: 01 Jan 2010","To: 31 Dec 2010","Illinois",2010,2371,"Afghanistan",3,"Chicago",2,71361
"718",100248,"From: 01 Jan 2011","To: 31 Dec 2011","Illinois",2011,1715,"Afghanistan",7,"Carol Stream",1,51458
"719",5539,"From: 01 Jan 2012","To: 31 Dec 2012","Illinois",2012,2515,"Afghanistan",30,"Chicago",21,66292
"720",20956,"From: 01 Jan 2013","To: 31 Dec 2013","Illinois",2013,2185,"Afghanistan",11,"Chicago",7,66066
"721",26580,"From: 01 Jan 2014","To: 31 Dec 2014","Illinois",2014,2749,"Afghanistan",43,"Aurora",2,72820
"722",53468,"From: 01 Jan 2015","To: 31 Dec 2015","Illinois",2015,2439,"Afghanistan",48,"Aurora",2,66517
"723",10982,"From: 01 Jan 2016","To: 31 Dec 2016","Illinois",2016,3493,"Afghanistan",123,"Aurora",13,96874
"724",599,"From: 01 Jan 2017","To: 31 Dec 2017","Illinois",2017,1100,"Afghanistan",33,"Aurora",4,33368
"725",17363,"From: 01 Jan 2018","To: 31 Dec 2018","Illinois",2018,722,"Afghanistan",27,"Aurora",2,22874
"726",31838,"From: 01 Jan 2019","To: 31 Dec 2019","Illinois",2019,891,"Afghanistan",24,"Carol Stream",3,27514
"727",74763,"From: 01 Jan 2004","To: 31 Dec 2004","India",2004,2,"California",1,"Fremont",1,56342
"728",97910,"From: 01 Jan 2010","To: 31 Dec 2010","India",2010,1,"Arizona",1,"Phoenix",1,71361
"729",102879,"From: 01 Jan 2011","To: 31 Dec 2011","India",2011,6,"Arizona",1,"Tucson",1,51458
"730",8567,"From: 01 Jan 2012","To: 31 Dec 2012","India",2012,1,"Massachusetts",1,"Dorchester",1,66292
"731",24234,"From: 01 Jan 2013","To: 31 Dec 2013","India",2013,5,"Iowa",1,"Des Moines",1,66066
"732",29881,"From: 01 Jan 2014","To: 31 Dec 2014","India",2014,4,"Massachusetts",1,"Lowell",1,72820
"733",56815,"From: 01 Jan 2015","To: 31 Dec 2015","India",2015,1,"New York",1,"Rochester",1,66517
"734",15031,"From: 01 Jan 2016","To: 31 Dec 2016","India",2016,5,"Nebraska",1,"Omaha",1,96874
"735",3517,"From: 01 Jan 2017","To: 31 Dec 2017","India",2017,1,"Georgia",1,"Stone Mountain",1,33368
"736",19547,"From: 01 Jan 2018","To: 31 Dec 2018","India",2018,1,"New York",1,"Buffalo",1,22874
"737",59399,"From: 01 Jan 2002","To: 31 Dec 2002","Indiana",2002,203,"Afghanistan",26,"Carmel",3,30289
"738",108240,"From: 01 Jan 2003","To: 31 Dec 2003","Indiana",2003,322,"Afghanistan",33,"Bloomington",1,32235
"739",71487,"From: 01 Jan 2004","To: 31 Dec 2004","Indiana",2004,497,"Afghanistan",5,"Indianapolis",5,56342
"740",77985,"From: 01 Jan 2005","To: 31 Dec 2005","Indiana",2005,482,"Afghanistan",12,"Fort Wayne",2,51897
"741",89220,"From: 01 Jan 2006","To: 31 Dec 2006","Indiana",2006,376,"Afghanistan",1,"Fort Wayne",1,39552
"742",83915,"From: 01 Jan 2007","To: 31 Dec 2007","Indiana",2007,1514,"Burma",NA,"Fort Wayne",599,47753
"743",41622,"From: 01 Jan 2008","To: 31 Dec 2008","Indiana",2008,1589,"Burma",NA,"Bloomington",9,64733
"744",47611,"From: 01 Jan 2009","To: 31 Dec 2009","Indiana",2009,1235,"Afghanistan",1,"Indianapolis",1,79942
"745",94779,"From: 01 Jan 2010","To: 31 Dec 2010","Indiana",2010,1301,"Afghanistan",4,"Indianapolis",4,71361
"746",100341,"From: 01 Jan 2011","To: 31 Dec 2011","Indiana",2011,1095,"Afghanistan",6,"Indianapolis",6,51458
"747",5659,"From: 01 Jan 2012","To: 31 Dec 2012","Indiana",2012,1385,"Afghanistan",3,"Indianapolis",3,66292
"748",21073,"From: 01 Jan 2013","To: 31 Dec 2013","Indiana",2013,1339,"Bhutan",19,"Indianapolis",19,66066
"749",26722,"From: 01 Jan 2014","To: 31 Dec 2014","Indiana",2014,1833,"Afghanistan",12,"Indianapolis",4,72820
"750",53597,"From: 01 Jan 2015","To: 31 Dec 2015","Indiana",2015,1690,"Bhutan",1,"Indianapolis",1,66517
"751",11133,"From: 01 Jan 2016","To: 31 Dec 2016","Indiana",2016,2100,"Afghanistan",6,"Indianapolis",6,96874
"752",687,"From: 01 Jan 2017","To: 31 Dec 2017","Indiana",2017,646,"Afghanistan",11,"Bloomington",6,33368
"753",17428,"From: 01 Jan 2018","To: 31 Dec 2018","Indiana",2018,542,"Burma",365,"Fort Wayne",106,22874
"754",31899,"From: 01 Jan 2019","To: 31 Dec 2019","Indiana",2019,821,"Afghanistan",1,"Shoals",1,27514
"755",62123,"From: 01 Jan 2002","To: 31 Dec 2002","Indonesia",2002,21,"Pennsylvania",1,"Harrisburg",1,30289
"756",111150,"From: 01 Jan 2003","To: 31 Dec 2003","Indonesia",2003,17,"Massachusetts",3,"Boston",3,32235
"757",74765,"From: 01 Jan 2004","To: 31 Dec 2004","Indonesia",2004,2,"Maryland",2,"Baltimore",2,56342
"758",80872,"From: 01 Jan 2005","To: 31 Dec 2005","Indonesia",2005,6,"Maryland",1,"Baltimore",1,51897
"759",91918,"From: 01 Jan 2006","To: 31 Dec 2006","Indonesia",2006,10,"Georgia",4,"Stone Mountain",4,39552
"760",102884,"From: 01 Jan 2011","To: 31 Dec 2011","Indonesia",2011,1,"Maryland",1,"Frederick",1,51458
"761",29884,"From: 01 Jan 2014","To: 31 Dec 2014","Indonesia",2014,1,"New York",1,"Albany",1,72820
"762",56816,"From: 01 Jan 2015","To: 31 Dec 2015","Indonesia",2015,9,"Georgia",1,"Clarkston",1,66517
"763",15035,"From: 01 Jan 2016","To: 31 Dec 2016","Indonesia",2016,1,"Texas",1,"Austin",1,96874
"764",3518,"From: 01 Jan 2017","To: 31 Dec 2017","Indonesia",2017,2,"Indiana",2,"Indianapolis",2,33368
"765",33977,"From: 01 Jan 2019","To: 31 Dec 2019","Indonesia",2019,1,"Connecticut",1,"New Haven",1,27514
"766",59435,"From: 01 Jan 2002","To: 31 Dec 2002","Iowa",2002,437,"Afghanistan",45,"Des Moines",45,30289
"767",108286,"From: 01 Jan 2003","To: 31 Dec 2003","Iowa",2003,285,"Benin",1,"Des Moines",1,32235
"768",71520,"From: 01 Jan 2004","To: 31 Dec 2004","Iowa",2004,442,"Afghanistan",14,"Des Moines",14,56342
"769",78020,"From: 01 Jan 2005","To: 31 Dec 2005","Iowa",2005,352,"Afghanistan",14,"Des Moines",14,51897
"770",89244,"From: 01 Jan 2006","To: 31 Dec 2006","Iowa",2006,356,"Afghanistan",16,"Des Moines",16,39552
"771",83930,"From: 01 Jan 2007","To: 31 Dec 2007","Iowa",2007,435,"Afghanistan",1,"Des Moines",1,47753
"772",41640,"From: 01 Jan 2008","To: 31 Dec 2008","Iowa",2008,658,"Bhutan",70,"Des Moines",70,64733
"773",47639,"From: 01 Jan 2009","To: 31 Dec 2009","Iowa",2009,958,"Bhutan",204,"Des Moines",204,79942
"774",94808,"From: 01 Jan 2010","To: 31 Dec 2010","Iowa",2010,275,"Bhutan",70,"Des Moines",70,71361
"775",100365,"From: 01 Jan 2011","To: 31 Dec 2011","Iowa",2011,307,"Bhutan",82,"Des Moines",82,51458
"776",5688,"From: 01 Jan 2012","To: 31 Dec 2012","Iowa",2012,494,"Bhutan",96,"Des Moines",90,66292
"777",21103,"From: 01 Jan 2013","To: 31 Dec 2013","Iowa",2013,619,"Bhutan",117,"Des Moines",113,66066
"778",26756,"From: 01 Jan 2014","To: 31 Dec 2014","Iowa",2014,693,"Bhutan",103,"Des Moines",91,72820
"779",53621,"From: 01 Jan 2015","To: 31 Dec 2015","Iowa",2015,815,"Bhutan",113,"Des Moines",103,66517
"780",11168,"From: 01 Jan 2016","To: 31 Dec 2016","Iowa",2016,1087,"Bhutan",147,"Des Moines",142,96874
"781",717,"From: 01 Jan 2017","To: 31 Dec 2017","Iowa",2017,523,"Afghanistan",7,"Des Moines",7,33368
