"","X1","Textbox87","Textbox82","nat_definition4","region_name_3","textbox37","Category3","textbox39","Assur_DestinationCity1","Cases3","Cases4"
"1",61309,"From: 01 Jan 2002","To: 31 Dec 2002","Afghanistan",2002,2026,"Alabama",10,"Mobile",10,30289
"2",110327,"From: 01 Jan 2003","To: 31 Dec 2003","Afghanistan",2003,1370,"Alabama",5,"Mobile",5,32235
"3",73698,"From: 01 Jan 2004","To: 31 Dec 2004","Afghanistan",2004,836,"Arizona",52,"Glendale",3,56342
"4",79953,"From: 01 Jan 2005","To: 31 Dec 2005","Afghanistan",2005,876,"Arizona",142,"Gilbert",3,51897
"5",91056,"From: 01 Jan 2006","To: 31 Dec 2006","Afghanistan",2006,633,"Arizona",85,"Glendale",4,39552
"6",85637,"From: 01 Jan 2007","To: 31 Dec 2007","Afghanistan",2007,413,"Arizona",22,"Glendale",1,47753
"7",43515,"From: 01 Jan 2008","To: 31 Dec 2008","Afghanistan",2008,611,"Arizona",81,"Phoenix",52,64733
"8",49607,"From: 01 Jan 2009","To: 31 Dec 2009","Afghanistan",2009,338,"Alabama",5,"Mobile",5,79942
"9",96666,"From: 01 Jan 2010","To: 31 Dec 2010","Afghanistan",2010,527,"Alabama",8,"Mobile",8,71361
"10",101804,"From: 01 Jan 2011","To: 31 Dec 2011","Afghanistan",2011,392,"Alabama",5,"Mobile",5,51458
"11",7406,"From: 01 Jan 2012","To: 31 Dec 2012","Afghanistan",2012,578,"Alabama",7,"Mobile",7,66292
"12",22960,"From: 01 Jan 2013","To: 31 Dec 2013","Afghanistan",2013,678,"Alabama",9,"Mobile",9,66066
"13",28605,"From: 01 Jan 2014","To: 31 Dec 2014","Afghanistan",2014,696,"Alabama",1,"Mobile",1,72820
"14",55565,"From: 01 Jan 2015","To: 31 Dec 2015","Afghanistan",2015,1168,"Arizona",37,"Glendale",9,66517
"15",13512,"From: 01 Jan 2016","To: 31 Dec 2016","Afghanistan",2016,2930,"Alabama",9,"Mobile",9,96874
"16",2382,"From: 01 Jan 2017","To: 31 Dec 2017","Afghanistan",2017,806,"Alabama",9,"Mobile",9,33368
"17",18573,"From: 01 Jan 2018","To: 31 Dec 2018","Afghanistan",2018,839,"Arizona",85,"Glendale",32,22874
"18",33142,"From: 01 Jan 2019","To: 31 Dec 2019","Afghanistan",2019,1364,"Arizona",97,"Glendale",42,27514
"19",58409,"From: 01 Jan 2002","To: 31 Dec 2002","Alabama",2002,39,"Afghanistan",10,"Mobile",10,30289
"20",107255,"From: 01 Jan 2003","To: 31 Dec 2003","Alabama",2003,51,"Afghanistan",5,"Mobile",5,32235
"21",70433,"From: 01 Jan 2004","To: 31 Dec 2004","Alabama",2004,82,"Bosnia and Herzegovina",1,"Mobile",1,56342
"22",76961,"From: 01 Jan 2005","To: 31 Dec 2005","Alabama",2005,99,"Cuba",6,"Ashland",1,51897
"23",88329,"From: 01 Jan 2006","To: 31 Dec 2006","Alabama",2006,56,"Cuba",3,"Mobile",3,39552
"24",82943,"From: 01 Jan 2007","To: 31 Dec 2007","Alabama",2007,137,"Burma",7,"Mobile",6,47753
"25",40535,"From: 01 Jan 2008","To: 31 Dec 2008","Alabama",2008,165,"Burma",4,"Birmingham",2,64733
"26",46493,"From: 01 Jan 2009","To: 31 Dec 2009","Alabama",2009,211,"Afghanistan",5,"Mobile",5,79942
"27",93781,"From: 01 Jan 2010","To: 31 Dec 2010","Alabama",2010,153,"Afghanistan",8,"Mobile",8,71361
"28",99549,"From: 01 Jan 2011","To: 31 Dec 2011","Alabama",2011,86,"Afghanistan",5,"Mobile",5,51458
"29",4761,"From: 01 Jan 2012","To: 31 Dec 2012","Alabama",2012,149,"Afghanistan",7,"Mobile",7,66292
"30",20171,"From: 01 Jan 2013","To: 31 Dec 2013","Alabama",2013,122,"Afghanistan",9,"Mobile",9,66066
"31",25747,"From: 01 Jan 2014","To: 31 Dec 2014","Alabama",2014,116,"Afghanistan",1,"Mobile",1,72820
"32",52719,"From: 01 Jan 2015","To: 31 Dec 2015","Alabama",2015,97,"Burma",14,"Birmingham",1,66517
"33",10049,"From: 01 Jan 2016","To: 31 Dec 2016","Alabama",2016,120,"Afghanistan",9,"Mobile",9,96874
"34",1,"From: 01 Jan 2017","To: 31 Dec 2017","Alabama",2017,50,"Afghanistan",9,"Mobile",9,33368
"35",16973,"From: 01 Jan 2018","To: 31 Dec 2018","Alabama",2018,35,"Burma",1,"Birmingham",1,22874
"36",31461,"From: 01 Jan 2019","To: 31 Dec 2019","Alabama",2019,21,"Dem. Rep. Congo",13,"Mobile",13,27514
"37",58420,"From: 01 Jan 2002","To: 31 Dec 2002","Alaska",2002,31,"Bosnia and Herzegovina",1,"Anchorage",1,30289
"38",107267,"From: 01 Jan 2003","To: 31 Dec 2003","Alaska",2003,16,"Russia",8,"Delta Junction",3,32235
"39",70443,"From: 01 Jan 2004","To: 31 Dec 2004","Alaska",2004,56,"Burma",1,"Phoenix",1,56342
"40",76969,"From: 01 Jan 2005","To: 31 Dec 2005","Alaska",2005,67,"Iran",2,"Juneau",2,51897
"41",88334,"From: 01 Jan 2006","To: 31 Dec 2006","Alaska",2006,37,"Cuba",4,"Fairbanks",4,39552
"42",82953,"From: 01 Jan 2007","To: 31 Dec 2007","Alaska",2007,17,"Moldova",2,"Delta Junction",2,47753
"43",40548,"From: 01 Jan 2008","To: 31 Dec 2008","Alaska",2008,85,"Dem. Rep. Congo",24,"Anchorage",24,64733
"44",46510,"From: 01 Jan 2009","To: 31 Dec 2009","Alaska",2009,93,"Bhutan",58,"Anchorage",58,79942
"45",93794,"From: 01 Jan 2010","To: 31 Dec 2010","Alaska",2010,107,"Bhutan",42,"Anchorage",42,71361
"46",99559,"From: 01 Jan 2011","To: 31 Dec 2011","Alaska",2011,102,"Bhutan",17,"Anchorage",17,51458
"47",4774,"From: 01 Jan 2012","To: 31 Dec 2012","Alaska",2012,97,"Bhutan",6,"Anchorage",6,66292
"48",20181,"From: 01 Jan 2013","To: 31 Dec 2013","Alaska",2013,89,"Bhutan",5,"Anchorage",5,66066
"49",25761,"From: 01 Jan 2014","To: 31 Dec 2014","Alaska",2014,203,"Bhutan",10,"Anchorage",10,72820
"50",52728,"From: 01 Jan 2015","To: 31 Dec 2015","Alaska",2015,110,"Bhutan",4,"Anchorage",4,66517
"51",10060,"From: 01 Jan 2016","To: 31 Dec 2016","Alaska",2016,112,"Bhutan",6,"Anchorage",6,96874
"52",10,"From: 01 Jan 2017","To: 31 Dec 2017","Alaska",2017,65,"Dem. Rep. Congo",9,"Anchorage",9,33368
"53",16979,"From: 01 Jan 2018","To: 31 Dec 2018","Alaska",2018,33,"Dem. Rep. Congo",6,"Anchorage",6,22874
"54",31464,"From: 01 Jan 2019","To: 31 Dec 2019","Alaska",2019,39,"Dem. Rep. Congo",8,"Anchorage",8,27514
"55",61444,"From: 01 Jan 2002","To: 31 Dec 2002","Albania",2002,5,"Florida",2,"Saint Petersburg",2,30289
"56",110449,"From: 01 Jan 2003","To: 31 Dec 2003","Albania",2003,4,"California",2,"San Diego",2,32235
"57",91145,"From: 01 Jan 2006","To: 31 Dec 2006","Albania",2006,1,"New York",1,"Brooklyn",1,39552
"58",43575,"From: 01 Jan 2008","To: 31 Dec 2008","Albania",2008,1,"Oregon",1,"Eugene",1,64733
"59",49659,"From: 01 Jan 2009","To: 31 Dec 2009","Albania",2009,1,"Washington",1,"Seattle",1,79942
"60",110452,"From: 01 Jan 2003","To: 31 Dec 2003","Algeria",2003,4,"New Hampshire",3,"Manchester",3,32235
"61",73805,"From: 01 Jan 2004","To: 31 Dec 2004","Algeria",2004,1,"Texas",1,"Houston",1,56342
"62",80048,"From: 01 Jan 2005","To: 31 Dec 2005","Algeria",2005,1,"New Hampshire",1,"Manchester",1,51897
"63",91146,"From: 01 Jan 2006","To: 31 Dec 2006","Algeria",2006,1,"California",1,"San Jose",1,39552
"64",96748,"From: 01 Jan 2010","To: 31 Dec 2010","Algeria",2010,2,"Connecticut",2,"New Haven",2,71361
"65",23035,"From: 01 Jan 2013","To: 31 Dec 2013","Algeria",2013,2,"Georgia",2,"Atlanta",2,66066
"66",18656,"From: 01 Jan 2018","To: 31 Dec 2018","Algeria",2018,2,"Arizona",1,"Phoenix",1,22874
"67",61446,"From: 01 Jan 2002","To: 31 Dec 2002","Angola",2002,15,"Arizona",1,"Phoenix",1,30289
"68",110454,"From: 01 Jan 2003","To: 31 Dec 2003","Angola",2003,21,"Arizona",2,"Phoenix",2,32235
"69",73806,"From: 01 Jan 2004","To: 31 Dec 2004","Angola",2004,25,"Arizona",2,"Phoenix",2,56342
"70",80049,"From: 01 Jan 2005","To: 31 Dec 2005","Angola",2005,16,"Arizona",5,"Phoenix",5,51897
"71",91147,"From: 01 Jan 2006","To: 31 Dec 2006","Angola",2006,17,"Arizona",3,"Phoenix",3,39552
"72",43576,"From: 01 Jan 2008","To: 31 Dec 2008","Angola",2008,1,"New York",1,"Buffalo",1,64733
"73",49660,"From: 01 Jan 2009","To: 31 Dec 2009","Angola",2009,7,"Arizona",3,"Phoenix",3,79942
"74",101863,"From: 01 Jan 2011","To: 31 Dec 2011","Angola",2011,2,"New York",2,"Buffalo",2,51458
"75",23036,"From: 01 Jan 2013","To: 31 Dec 2013","Angola",2013,6,"New York",6,"Buffalo",6,66066
"76",55675,"From: 01 Jan 2015","To: 31 Dec 2015","Angola",2015,5,"Kentucky",2,"Lexington",2,66517
"77",13638,"From: 01 Jan 2016","To: 31 Dec 2016","Angola",2016,3,"Connecticut",3,"New Haven",3,96874
"78",18658,"From: 01 Jan 2018","To: 31 Dec 2018","Angola",2018,1,"North Dakota",1,"Fargo",1,22874
"79",58425,"From: 01 Jan 2002","To: 31 Dec 2002","Arizona",2002,934,"Afghanistan",198,"Chandler",4,30289
"80",107271,"From: 01 Jan 2003","To: 31 Dec 2003","Arizona",2003,1070,"Afghanistan",110,"Phoenix",85,32235
"81",70449,"From: 01 Jan 2004","To: 31 Dec 2004","Arizona",2004,2087,"Afghanistan",52,"Glendale",3,56342
"82",76973,"From: 01 Jan 2005","To: 31 Dec 2005","Arizona",2005,1987,"Afghanistan",142,"Gilbert",3,51897
"83",88340,"From: 01 Jan 2006","To: 31 Dec 2006","Arizona",2006,1439,"Afghanistan",85,"Glendale",4,39552
"84",82956,"From: 01 Jan 2007","To: 31 Dec 2007","Arizona",2007,2024,"Afghanistan",22,"Glendale",1,47753
"85",40556,"From: 01 Jan 2008","To: 31 Dec 2008","Arizona",2008,3392,"Afghanistan",81,"Phoenix",52,64733
"86",46515,"From: 01 Jan 2009","To: 31 Dec 2009","Arizona",2009,4543,"Afghanistan",36,"Phoenix",28,79942
"87",93802,"From: 01 Jan 2010","To: 31 Dec 2010","Arizona",2010,3155,"Afghanistan",40,"Glendale",1,71361
"88",99567,"From: 01 Jan 2011","To: 31 Dec 2011","Arizona",2011,1961,"Afghanistan",16,"Phoenix",10,51458
"89",4782,"From: 01 Jan 2012","To: 31 Dec 2012","Arizona",2012,2686,"Afghanistan",19,"Phoenix",14,66292
"90",20190,"From: 01 Jan 2013","To: 31 Dec 2013","Arizona",2013,2756,"Afghanistan",53,"Peoria",1,66066
"91",25772,"From: 01 Jan 2014","To: 31 Dec 2014","Arizona",2014,3178,"Afghanistan",47,"Glendale",9,72820
"92",52741,"From: 01 Jan 2015","To: 31 Dec 2015","Arizona",2015,2960,"Afghanistan",37,"Glendale",9,66517
"93",10073,"From: 01 Jan 2016","To: 31 Dec 2016","Arizona",2016,4829,"Afghanistan",191,"Glendale",19,96874
"94",17,"From: 01 Jan 2017","To: 31 Dec 2017","Arizona",2017,1044,"Afghanistan",65,"Glendale",10,33368
"95",16984,"From: 01 Jan 2018","To: 31 Dec 2018","Arizona",2018,1054,"Afghanistan",85,"Glendale",32,22874
"96",31467,"From: 01 Jan 2019","To: 31 Dec 2019","Arizona",2019,1143,"Afghanistan",97,"Glendale",42,27514
"97",107330,"From: 01 Jan 2003","To: 31 Dec 2003","Arkansas",2003,4,"Iran",4,"Fayetteville",3,32235
"98",70512,"From: 01 Jan 2004","To: 31 Dec 2004","Arkansas",2004,31,"Burundi",5,"Phoenix",5,56342
"99",77043,"From: 01 Jan 2005","To: 31 Dec 2005","Arkansas",2005,1,"Vietnam",1,"Blytheville",1,51897
"100",83036,"From: 01 Jan 2007","To: 31 Dec 2007","Arkansas",2007,6,"Burma",2,"Hot Springs",1,47753
"101",40637,"From: 01 Jan 2008","To: 31 Dec 2008","Arkansas",2008,15,"Burma",5,"Jonesboro",5,64733
"102",46602,"From: 01 Jan 2009","To: 31 Dec 2009","Arkansas",2009,32,"Burma",1,"Jonesboro",1,79942
"103",93880,"From: 01 Jan 2010","To: 31 Dec 2010","Arkansas",2010,17,"Burma",5,"Conway",5,71361
"104",99631,"From: 01 Jan 2011","To: 31 Dec 2011","Arkansas",2011,3,"Bhutan",3,"Springdale",3,51458
"105",4848,"From: 01 Jan 2012","To: 31 Dec 2012","Arkansas",2012,10,"Burma",6,"Clarksville",2,66292
"106",20261,"From: 01 Jan 2013","To: 31 Dec 2013","Arkansas",2013,7,"Burma",5,"Clarksville",5,66066
"107",25841,"From: 01 Jan 2014","To: 31 Dec 2014","Arkansas",2014,9,"Burma",5,"Clarksville",5,72820
"108",52808,"From: 01 Jan 2015","To: 31 Dec 2015","Arkansas",2015,11,"Burma",11,"Clarksville",11,66517
"109",10149,"From: 01 Jan 2016","To: 31 Dec 2016","Arkansas",2016,22,"Burma",6,"Bethel Heights",6,96874
"110",69,"From: 01 Jan 2017","To: 31 Dec 2017","Arkansas",2017,47,"Afghanistan",1,"Phoenix",1,33368
"111",17021,"From: 01 Jan 2018","To: 31 Dec 2018","Arkansas",2018,71,"Dem. Rep. Congo",43,"Fayetteville",43,22874
"112",31510,"From: 01 Jan 2019","To: 31 Dec 2019","Arkansas",2019,37,"Colombia",5,"Fayetteville",5,27514
"113",61450,"From: 01 Jan 2002","To: 31 Dec 2002","Armenia",2002,35,"California",27,"Fresno",9,30289
"114",110461,"From: 01 Jan 2003","To: 31 Dec 2003","Armenia",2003,70,"California",68,"Fair Oaks",10,32235
"115",73815,"From: 01 Jan 2004","To: 31 Dec 2004","Armenia",2004,69,"California",68,"Fair Oaks",4,56342
"116",80053,"From: 01 Jan 2005","To: 31 Dec 2005","Armenia",2005,104,"California",104,"Carmichael",3,51897
"117",91152,"From: 01 Jan 2006","To: 31 Dec 2006","Armenia",2006,71,"California",67,"Fresno",6,39552
"118",85697,"From: 01 Jan 2007","To: 31 Dec 2007","Armenia",2007,32,"California",32,"Burbank",2,47753
"119",49662,"From: 01 Jan 2009","To: 31 Dec 2009","Armenia",2009,4,"California",4,"Glendale",2,79942
"120",96749,"From: 01 Jan 2010","To: 31 Dec 2010","Armenia",2010,4,"California",4,"North Hollywood",1,71361
"121",101864,"From: 01 Jan 2011","To: 31 Dec 2011","Armenia",2011,12,"California",10,"Rancho Cordova",10,51458
"122",7467,"From: 01 Jan 2012","To: 31 Dec 2012","Armenia",2012,8,"California",8,"Citrus Heights",8,66292
"123",23037,"From: 01 Jan 2013","To: 31 Dec 2013","Armenia",2013,3,"California",3,"Citrus Heights",2,66066
"124",28677,"From: 01 Jan 2014","To: 31 Dec 2014","Armenia",2014,45,"California",45,"Antelope",2,72820
"125",55678,"From: 01 Jan 2015","To: 31 Dec 2015","Armenia",2015,31,"California",23,"Glendale",4,66517
"126",13639,"From: 01 Jan 2016","To: 31 Dec 2016","Armenia",2016,64,"California",58,"Antelope",1,96874
"127",2472,"From: 01 Jan 2017","To: 31 Dec 2017","Armenia",2017,61,"California",52,"Glendale",23,33368
"128",18659,"From: 01 Jan 2018","To: 31 Dec 2018","Armenia",2018,32,"California",31,"Glendale",9,22874
"129",33238,"From: 01 Jan 2019","To: 31 Dec 2019","Armenia",2019,29,"California",24,"Glendale",5,27514
"130",61457,"From: 01 Jan 2002","To: 31 Dec 2002","Azerbaijan",2002,141,"California",3,"Upland",3,30289
"131",110466,"From: 01 Jan 2003","To: 31 Dec 2003","Azerbaijan",2003,479,"Arizona",6,"Phoenix",2,32235
"132",73823,"From: 01 Jan 2004","To: 31 Dec 2004","Azerbaijan",2004,404,"Arizona",3,"Scottsdale",2,56342
"133",80065,"From: 01 Jan 2005","To: 31 Dec 2005","Azerbaijan",2005,225,"Arizona",8,"Phoenix",2,51897
"134",91166,"From: 01 Jan 2006","To: 31 Dec 2006","Azerbaijan",2006,96,"California",5,"La Jolla",1,39552
"135",85703,"From: 01 Jan 2007","To: 31 Dec 2007","Azerbaijan",2007,36,"California",7,"Los Angeles",2,47753
"136",43577,"From: 01 Jan 2008","To: 31 Dec 2008","Azerbaijan",2008,42,"Illinois",5,"Naperville",2,64733
"137",49664,"From: 01 Jan 2009","To: 31 Dec 2009","Azerbaijan",2009,34,"Arizona",3,"Phoenix",3,79942
"138",96751,"From: 01 Jan 2010","To: 31 Dec 2010","Azerbaijan",2010,21,"California",4,"Sacramento",4,71361
"139",101866,"From: 01 Jan 2011","To: 31 Dec 2011","Azerbaijan",2011,6,"Florida",1,"Orlando",1,51458
"140",7468,"From: 01 Jan 2012","To: 31 Dec 2012","Azerbaijan",2012,12,"Kentucky",3,"Louisville",3,66292
"141",28686,"From: 01 Jan 2014","To: 31 Dec 2014","Azerbaijan",2014,21,"Nevada",15,"Las Vegas",15,72820
"142",55685,"From: 01 Jan 2015","To: 31 Dec 2015","Azerbaijan",2015,19,"New York",16,"New York",16,66517
"143",13649,"From: 01 Jan 2016","To: 31 Dec 2016","Azerbaijan",2016,39,"California",10,"Hawthorne",4,96874
"144",2478,"From: 01 Jan 2017","To: 31 Dec 2017","Azerbaijan",2017,6,"New York",6,"New York",6,33368
"145",18664,"From: 01 Jan 2018","To: 31 Dec 2018","Azerbaijan",2018,2,"California",2,"Walnut Creek",2,22874
"146",110537,"From: 01 Jan 2003","To: 31 Dec 2003","Bangladesh",2003,1,"California",1,"Petaluma",1,32235
"147",91184,"From: 01 Jan 2006","To: 31 Dec 2006","Bangladesh",2006,2,"Kentucky",1,"Lexington",1,39552
"148",96757,"From: 01 Jan 2010","To: 31 Dec 2010","Bangladesh",2010,2,"Kentucky",1,"Louisville",1,71361
"149",23039,"From: 01 Jan 2013","To: 31 Dec 2013","Bangladesh",2013,1,"California",1,"San Jose",1,66066
"150",28688,"From: 01 Jan 2014","To: 31 Dec 2014","Bangladesh",2014,2,"Colorado",2,"Denver",2,72820
"151",55687,"From: 01 Jan 2015","To: 31 Dec 2015","Bangladesh",2015,3,"Georgia",2,"Atlanta",2,66517
"152",13654,"From: 01 Jan 2016","To: 31 Dec 2016","Bangladesh",2016,3,"Colorado",2,"Greeley",2,96874
"153",2479,"From: 01 Jan 2017","To: 31 Dec 2017","Bangladesh",2017,5,"Colorado",1,"Denver",1,33368
"154",18665,"From: 01 Jan 2018","To: 31 Dec 2018","Bangladesh",2018,4,"Colorado",2,"Denver",2,22874
"155",33243,"From: 01 Jan 2019","To: 31 Dec 2019","Bangladesh",2019,1,"Massachusetts",1,"Dorchester",1,27514
"156",61469,"From: 01 Jan 2002","To: 31 Dec 2002","Belarus",2002,770,"Arizona",2,"Tucson",2,30289
"157",110538,"From: 01 Jan 2003","To: 31 Dec 2003","Belarus",2003,776,"Arizona",3,"Phoenix",1,32235
"158",73898,"From: 01 Jan 2004","To: 31 Dec 2004","Belarus",2004,602,"Arizona",5,"Tucson",5,56342
"159",80111,"From: 01 Jan 2005","To: 31 Dec 2005","Belarus",2005,410,"California",102,"Antelope",1,51897
"160",91186,"From: 01 Jan 2006","To: 31 Dec 2006","Belarus",2006,310,"California",56,"Carmichael",3,39552
"161",85713,"From: 01 Jan 2007","To: 31 Dec 2007","Belarus",2007,196,"California",35,"Antelope",9,47753
"162",43584,"From: 01 Jan 2008","To: 31 Dec 2008","Belarus",2008,121,"California",35,"Carmichael",1,64733
"163",49670,"From: 01 Jan 2009","To: 31 Dec 2009","Belarus",2009,148,"California",3,"Los Angeles",3,79942
"164",96759,"From: 01 Jan 2010","To: 31 Dec 2010","Belarus",2010,82,"California",25,"Carmichael",5,71361
"165",101869,"From: 01 Jan 2011","To: 31 Dec 2011","Belarus",2011,75,"California",9,"Citrus Heights",2,51458
"166",7470,"From: 01 Jan 2012","To: 31 Dec 2012","Belarus",2012,66,"California",11,"Sacramento",5,66292
"167",23040,"From: 01 Jan 2013","To: 31 Dec 2013","Belarus",2013,10,"California",1,"Walnut Creek",1,66066
"168",28689,"From: 01 Jan 2014","To: 31 Dec 2014","Belarus",2014,60,"California",17,"Antelope",2,72820
"169",55689,"From: 01 Jan 2015","To: 31 Dec 2015","Belarus",2015,102,"California",29,"Antelope",1,66517
"170",13656,"From: 01 Jan 2016","To: 31 Dec 2016","Belarus",2016,187,"California",29,"Antelope",19,96874
"171",2483,"From: 01 Jan 2017","To: 31 Dec 2017","Belarus",2017,99,"California",17,"Antelope",8,33368
"172",18667,"From: 01 Jan 2018","To: 31 Dec 2018","Belarus",2018,169,"California",42,"Antelope",20,22874
"173",33244,"From: 01 Jan 2019","To: 31 Dec 2019","Belarus",2019,58,"California",6,"Citrus Heights",1,27514
"174",13685,"From: 01 Jan 2016","To: 31 Dec 2016","Belgium",2016,2,"Utah",2,"Park City",2,96874
"175",61565,"From: 01 Jan 2002","To: 31 Dec 2002","Benin",2002,1,"Illinois",1,"Chicago",1,30289
"176",110639,"From: 01 Jan 2003","To: 31 Dec 2003","Benin",2003,2,"Iowa",1,"Des Moines",1,32235
"177",85754,"From: 01 Jan 2007","To: 31 Dec 2007","Benin",2007,1,"Texas",1,"Abilene",1,47753
"178",96782,"From: 01 Jan 2010","To: 31 Dec 2010","Benin",2010,1,"Illinois",1,"Glen Ellyn",1,71361
"179",33256,"From: 01 Jan 2019","To: 31 Dec 2019","Benin",2019,3,"Texas",3,"Abilene",3,27514
"180",91247,"From: 01 Jan 2006","To: 31 Dec 2006","Bhutan",2006,3,"Washington",3,"Seattle",3,39552
"181",43614,"From: 01 Jan 2008","To: 31 Dec 2008","Bhutan",2008,7544,"Arizona",393,"Glendale",46,64733
"182",49702,"From: 01 Jan 2009","To: 31 Dec 2009","Bhutan",2009,15077,"Alaska",58,"Anchorage",58,79942
"183",96783,"From: 01 Jan 2010","To: 31 Dec 2010","Bhutan",2010,11729,"Alaska",42,"Anchorage",42,71361
"184",101890,"From: 01 Jan 2011","To: 31 Dec 2011","Bhutan",2011,14735,"Alaska",17,"Anchorage",17,51458
"185",7484,"From: 01 Jan 2012","To: 31 Dec 2012","Bhutan",2012,14459,"Alaska",6,"Anchorage",6,66292
"186",23046,"From: 01 Jan 2013","To: 31 Dec 2013","Bhutan",2013,9051,"Alaska",5,"Anchorage",5,66066
"187",28702,"From: 01 Jan 2014","To: 31 Dec 2014","Bhutan",2014,7476,"Alaska",10,"Anchorage",10,72820
"188",55713,"From: 01 Jan 2015","To: 31 Dec 2015","Bhutan",2015,5764,"Alaska",4,"Anchorage",4,66517
"189",13686,"From: 01 Jan 2016","To: 31 Dec 2016","Bhutan",2016,5974,"Alaska",6,"Anchorage",6,96874
"190",2500,"From: 01 Jan 2017","To: 31 Dec 2017","Bhutan",2017,3640,"Arizona",15,"Glendale",3,33368
"191",18692,"From: 01 Jan 2018","To: 31 Dec 2018","Bhutan",2018,707,"Arizona",5,"Tucson",5,22874
"192",33257,"From: 01 Jan 2019","To: 31 Dec 2019","Bhutan",2019,18,"Georgia",4,"Stone Mountain",4,27514
"193",61566,"From: 01 Jan 2002","To: 31 Dec 2002","Bosnia and Herzegovina",2002,3564,"Alaska",1,"Anchorage",1,30289
"194",110641,"From: 01 Jan 2003","To: 31 Dec 2003","Bosnia and Herzegovina",2003,217,"Arizona",12,"Phoenix",1,32235
"195",73985,"From: 01 Jan 2004","To: 31 Dec 2004","Bosnia and Herzegovina",2004,266,"Alabama",1,"Mobile",1,56342
"196",80168,"From: 01 Jan 2005","To: 31 Dec 2005","Bosnia and Herzegovina",2005,29,"Arizona",2,"Phoenix",1,51897
"197",91248,"From: 01 Jan 2006","To: 31 Dec 2006","Bosnia and Herzegovina",2006,5,"Florida",1,"Saint Petersburg",1,39552
"198",85755,"From: 01 Jan 2007","To: 31 Dec 2007","Bosnia and Herzegovina",2007,2,"Iowa",2,"Waterloo",2,47753
"199",2603,"From: 01 Jan 2017","To: 31 Dec 2017","Botswana",2017,1,"Idaho",1,"Boise",1,33368
"200",23186,"From: 01 Jan 2013","To: 31 Dec 2013","Bulgaria",2013,1,"California",1,"El Cajon",1,66066
"201",85756,"From: 01 Jan 2007","To: 31 Dec 2007","Burkina Faso (UVolta)",2007,6,"Illinois",6,"Rock Island",6,47753
"202",96933,"From: 01 Jan 2010","To: 31 Dec 2010","Burkina Faso (UVolta)",2010,1,"New Hampshire",1,"Concord",1,71361
"203",13817,"From: 01 Jan 2016","To: 31 Dec 2016","Burkina Faso (UVolta)",2016,1,"Illinois",1,"Moline",1,96874
"204",2604,"From: 01 Jan 2017","To: 31 Dec 2017","Burkina Faso (UVolta)",2017,1,"Nevada",1,"Las Vegas",1,33368
"205",61777,"From: 01 Jan 2002","To: 31 Dec 2002","Burma",2002,113,"Arizona",10,"Phoenix",10,30289
"206",110706,"From: 01 Jan 2003","To: 31 Dec 2003","Burma",2003,220,"Arizona",6,"Peoria",6,32235
"207",74057,"From: 01 Jan 2004","To: 31 Dec 2004","Burma",2004,1277,"Alaska",1,"Phoenix",1,56342
"208",80183,"From: 01 Jan 2005","To: 31 Dec 2005","Burma",2005,1470,"Arizona",65,"Phoenix",65,51897
"209",91252,"From: 01 Jan 2006","To: 31 Dec 2006","Burma",2006,2294,"Arizona",113,"Phoenix",103,39552
"210",85757,"From: 01 Jan 2007","To: 31 Dec 2007","Burma",2007,14225,"Alabama",7,"Mobile",6,47753
"211",43741,"From: 01 Jan 2008","To: 31 Dec 2008","Burma",2008,19000,"Alabama",4,"Birmingham",2,64733
"212",49870,"From: 01 Jan 2009","To: 31 Dec 2009","Burma",2009,19920,"Alabama",1,"Dothan",1,79942
"213",96934,"From: 01 Jan 2010","To: 31 Dec 2010","Burma",2010,17176,"Arizona",611,"Glendale",6,71361
"214",102041,"From: 01 Jan 2011","To: 31 Dec 2011","Burma",2011,15713,"Alabama",3,"Auburn",1,51458
"215",7633,"From: 01 Jan 2012","To: 31 Dec 2012","Burma",2012,15112,"Alabama",15,"Mobile",15,66292
"216",23187,"From: 01 Jan 2013","To: 31 Dec 2013","Burma",2013,14580,"Alabama",7,"Mobile",7,66066
"217",28833,"From: 01 Jan 2014","To: 31 Dec 2014","Burma",2014,15971,"Alabama",14,"Mobile",14,72820
"218",55839,"From: 01 Jan 2015","To: 31 Dec 2015","Burma",2015,17483,"Alabama",14,"Birmingham",1,66517
"219",13818,"From: 01 Jan 2016","To: 31 Dec 2016","Burma",2016,11572,"Alabama",2,"Mobile",2,96874
"220",2605,"From: 01 Jan 2017","To: 31 Dec 2017","Burma",2017,3722,"Alabama",1,"Birmingham",1,33368
"221",18754,"From: 01 Jan 2018","To: 31 Dec 2018","Burma",2018,3771,"Alabama",1,"Birmingham",1,22874
"222",33263,"From: 01 Jan 2019","To: 31 Dec 2019","Burma",2019,4681,"Arizona",87,"Glendale",61,27514
"223",61801,"From: 01 Jan 2002","To: 31 Dec 2002","Burundi",2002,62,"Arizona",13,"Phoenix",12,30289
"224",110738,"From: 01 Jan 2003","To: 31 Dec 2003","Burundi",2003,18,"Arizona",3,"Phoenix",3,32235
"225",74147,"From: 01 Jan 2004","To: 31 Dec 2004","Burundi",2004,335,"Alabama",3,"Mobile",3,56342
"226",80292,"From: 01 Jan 2005","To: 31 Dec 2005","Burundi",2005,153,"Arizona",8,"Phoenix",8,51897
