"","Agency responsible for death"
"718","Havasu Police Department (AZ)"
"719","Lake County Sheriff's Office (FL)"
"720","Seaside Police Department (CA)"
"721","Sonora Police Department (CA)"
"722","Leon County Sheriff's Office (FL)"
"723","South Jordan Police Department (UT)"
"724","Beaverton Police Department (OR)"
"725","Florida State University Police Department (FL)"
"726","Centenary College Department of Public Safety (LA)"
"727","Dunklin County Sheriff's Office (MO)"
"728","Pinellas County Sheriff's Office (FL)"
"729","Phillipsburg Police Department (NJ)"
"730","Klamath County Sheriff's Department (OR)"
"731","Citrus County Sheriff's Office (FL)"
"732","Whatcom County Sheriff's Office (WA)"
"733","McMinnville Police Department (OR)"
"734","Boyceville police Department (WI)"
"735","Chippewa County Sheriff's Department (WI)"
"736","Chula Vista Police Department (CA)"
"737","Delaware State Police (DE)"
"738","San Bernardino Police Department (CA)"
"739","Butler Township Police Department (OH)"
"740","Plant City Police Department (FL)"
"741","Jacksonville Police Department (AL)"
"742","Menlo Park Police Department (CA)"
"743","Middlesex County Sheriff's Office (NJ)"
"744","Ann Arbor Police Department (MI)"
"745","Lake County Sheriff's Office (CA)"
"746","Manchester Police Department (NJ)"
"747","Mitchell Police Department (SD)"
"748","Westland Police Department (MI)"
"749","Sansom Park Police Department (TX)"
"750","Jackson Police Department (TN)"
"751","Jerome County Sheriff's Office (ID)"
"752","Hartselle Police Department (AL)"
"753","Yakima County Sheriff's Office (WA)"
"754","Lawrence County Sheriff's Office (OH)"
"755","Highland Park Police Department (IL)"
"756","Akron County Police Department (OH)"
"757","Blount County Sheriff's Office (AL)"
"758","Washington County Sheriff's Office (OH)"
"759","Ramsey County Sheriff's Office (MN)"
"760","Cedar County Sheriff's Office (MO)"
"761","Garden Grove Police Department (CA)"
"762","Nevada Highway Patrol (NV)"
"763","Natchitoches Parish Sheriff's Office (LA)"
"764","Santa Fe County Sheriff's Office (NM)"
"765","Bedford County Sheriff's Office (VA)"
"766","Gretna Police Department (FL)"
"767","Davidson County Sheriff's Office (NC)"
"768","Hollywood Police Department (FL)"
"769","Maywood Police Department (IL)"
"770","Unified Police Department (UT)"
"771","Guilford County Sheriff's Office (NC)"
"772","Easton and Palmer Township Police Departments (PA)"
"773","Cumberland County Sheriff's Office (NC)"
"774","U.S. Border Patrol (AZ)"
"775","Iberville Parish Sheriff's Office (LA)"
"776","Edgewater Police Department (FL)"
"777","California Highway Patrol (NV)"
"778","Dartmouth Police Department (MA)"
"779","Prince Georges Sheriff's Office (MD)"
"780","Brownsville Police Department (TX)"
"781","Centreville police Department (IL)"
"782","Roy Police Department (UT)"
"783","Bellmead Police Department (TX)"
"784","Ocala Police Department (FL)"
"785","Hopewell Police Department (VA)"
"786","South Euclid Police Department (OH)"
"787","Southaven Police Department (MS)"
"788","Lubbock County Sheriff's Office (TX)"
"789","Searcy County Sheriff's Department (AR)"
"790","Warrior Police Department (AL)"
"791","Yavapai County Sheriffs Office (AZ)"
"792","Van Buren County Sheriff's Office (IA)"
"793","Dalhart Police Department (TX)"
"794","LeFlore County Sheriff's Office (OK)"
"795","U.S. Marshals Service (TX)"
"796","Tampa Police Department (FL)"
"797","Rocky Ford Police Department (CO)"
"798","Bartlett Police Department (TN)"
"799","Charleston County Sheriff's Office (SC)"
"800","South Tucson Police Department (AZ)"
"801","East Metro SWAT Team (MN)"
"802","Paramus Police Department (NJ)"
"803","North Las Vegas Police Department (NV)"
"804","McLennan County Sheriff's Office (TX)"
"805","Florida Department of Corrections (FL)"
"806","Fort Collins Police Department (CO)"
"807","New London Police Department (CT)"
"808","Coconino County Sheriff's Office (AZ)"
"809","Virginia State Police (VA)"
"810","Bureau of Alcohol (GA)"
"811","Sunrise Police Department (FL)"
"812","Casper Police Department (WY)"
"813","Chambers County Sheriff's Office (TX)"
"814","Mitchellville Police Department (IA)"
"815","Homestead Police Department (FL)"
"816","Madison County Sheriff's Office (TN)"
"817","Trumbull County Sheriff's Office (OH)"
"818","Lamar County Sheriff's Office (TX)"
"819","Laurens County Sheriff's Office (GA)"
"820","St. John the Baptist Parish Sheriff's Office (LA)"
"821","Pasco Police Department (WA)"
"822","Berkeley County Sheriff's Office / Goose Creek Police Department (SC)"
"823","Davenport Police Department (IA)"
"824","Pike County Sheriff's Office (MS)"
"825","Terrebonne Parish Sheriff's Department (LA)"
"826","University Park Police Department (TX)"
"827","Mansfield Police Department (OH)"
"828","Grants Pass Police Department (OR)"
"829","Anaheim Police Department (CA)"
"830","Ballston Spa Police Department (NY)"
"831","U.S. Forest Service (AZ)"
"832","Polk County sheriff's Department (GA)"
"833","Hermantown Police Department (MN)"
"834","Clairborne County Sheriff AND/OR Grainger County Sheriff's Department (TN)"
"835","Savannah-Chatham Metropolitan Police Department (GA)"
"836","Eureka Police Department (CA)"
"837","New Jersey State Police (NJ)"
"838","Rankin County Sheriff's Department (MS)"
"839","Lacey Police Department (WA)"
"840","Wasilla Police Department (AK)"
"841","New Orleans Police Department (LA)"
"842","Richmond CA Police Department (CA)"
"843","Wheeling Police Department (IL)"
"844","Lexington Police Department (KY)"
"845","Utah Department of Corrections (UT)"
"846","Jefferson County Sheriff's Office (AL)"
"847","Pigeon Forge Police Department (TN)"
"848","Abilene Police Department (TX)"
"849","Saratoga Springs Police (UT)"
"850","St. George Police (UT)"
"851","Atlantic City Police Department (NJ)"
"852","Ogden Police Department (UT)"
"853","San Patricio County Sheriff's Office (TX)"
"854","Pineville Police Department (LA)"
"855","Wilton Manors Police Department (FL)"
"856","Rhea County Sheriff's Office (TN)"
"857","Lighthorse Police Department (OK)"
"858","Armstrong Sheriff's Office (TX)"
"859","Kansas Highway Patrol (KS)"
"860","Marion County Sheriff's Office (MS)"
"861","Laredo Police Department (TX)"
"862","Guadalupe County Sheriff's Department (TX)"
"863","Mohave County Sheriff's Office Arizona Department of Public Safety (AZ)"
"864","Umatilla County Sheriff's Office (OR)"
"865","Ramsey Police Department (MN)"
"866","Manatee County Sheriff's Department (FL)"
"867","Sutter County Sheriff's Department (CA)"
"868","Livingston Parish Sheriff's Office (LA)"
"869","Bloomfield Police Department (NM)"
"870","Roane County Sheriff's Departments (WV)"
"871","Lubbock Police Department (TX)"
"872","Grand Junction Police Department (CO)"
"873","Medford Police Department (OR)"
"874","Columbia County Sheriff's Office (FL)"
"875","Ardmore Police Department (OK)"
"876","Howard County Police Department (MD)"
"877","Ottawa Police Department (KS)"
"878","San Patricio County Sheriff's Department (TX)"
"879","Lowell Police Department (MA)"
"880","Beauregard Parish Sheriff's Office (LA)"
"881","Harriman Police Department (TN)"
"882","Haysville Police Deartmentt (KS)"
"883","Woodland Police Department (CA)"
"884","Carpentersville Police Department (IL)"
"885","Prince George Police Department (MD)"
"886","Knoxville Police Department (TN)"
"887","Newton Police Department (KS)"
"888","Florence (AL)"
"889","U.S. Marshals Service (FL)"
"890","Greeley Police Department (CO)"
"891","Choctaw Police Department (MS)"
"892","Lenawee County Sheriff's Department (MI)"
"893","Victorville Police Department (CA)"
"894","Dekalb Police Department (TX)"
"895","Canton Police Department (MS)"
"896","Crowley Police Department (LA)"
"897","Claiborne Parish Sheriff's Office (LA)"
"898","King County Sheriff's Office (WA)"
"899","New York State Division of Parole (NY)"
"900","Sebastian County Sheriff's Office (AR)"
"901","Ferguson Police Department (MO)"
"902","Salt Lake City Police Department (UT)"
"903","Colorado State Police (CO)"
"904","Tamaqua Police Department (PA)"
"905","Folsom Police Department (CA)"
"906","Bay County Sheriff's Office (FL)"
"907","Washington County Police Department (VA)"
"908","Beavercreek Police Department (OH)"
"909","Fort Madison Police Department (IA)"
"910","White Mountain Apache Police Department (AZ)"
"911","Winslow Police Department (NJ)"
"912","Hedwig Village Police Department (TX)"
"913","Christian County Sheriff's Office (IL)"
"914","Fremont County Sheriff's Department (WY)"
"915","Florence Police Department (SC)"
"916","Cass County Sheriff's Department (TX)"
"917","Park Forest Police Department (IL)"
"918","Huntington Police Department (WV)"
"919","Unified Police Department i (UT)"
"920","Henry County Police Department (GA)"
"921","Dixie County Sheriff's Office (FL)"
"922","Hidalgo County Sheriff's Department (TX)"
"923","Adairsville Police Department (GA)"
"924","Kent Police Department (WA)"
"925","Mobile County Constables Office (AL)"
"926","Leavenworth Police Department (KS)"
"927","Bell County Sheriff's Office (TX)"
"928","Flint Township Police Department (MI)"
"929","Germantown Police Department (TN)"
"930","Wichita Falls Police Department (TX)"
"931","Munising City Police Department (MI)"
"932","Henderson NC Police Department (NC)"
"933","Basin Police Department (WY)"
"934","New Hanover County Sheriff's Office (NC)"
"935","Georgetown County Sheriff's Office (SC)"
"936","Iberia Parish Sheriff's Office (LA)"
"937","Lake County Sheriff's office (FL)"
"938","Yakama Nation Police (WA)"
"939","Princeton Police Department (KY)"
"940","Vidor Police Department (TX)"
"941","Sugar Land Police Department (TX)"
"942","Naples Police Department (FL)"
"943","Benton County Sheriff's Office (WA)"
"944","Granite City Police Department (IL)"
"945","Harris County Constable Precinct 4 (TX)"
"946","Bonner County Sheriff's Office (ID)"
"947","Clackamas County Sheriff's Office (OR)"
"948","Racine County Sheriff's Office (WI)"
"949","Ankeny Police Department (IA)"
"950","Cleveland County Sheriff's Department (OK)"
"951","Pine Lawn Police Department (MO)"
"952","Tennessee Highway Patrol (TN)"
"953","U.S. Marshals Service (NM)"
"954","Elizabeth Police Department (NJ)"
"955","Centralia Police Department (WA)"
"956","Kennewick Police Department (WA)"
"957","Chelsea Police Department (MA)"
"958","Beaumont Police Department (TX)"
"959","Fontana Police Department (CA)"
"960","Sterling Heights Police Department (MI)"
"961","Dickinson Police Department (ND)"
"962","Charleston Police Department (SC)"
"963","Hamilton County Sheriff's Office (TX)"
"964","Hope Mills Police Department (NC)"
"965","Port Orchard Police Department (WA)"
"966","Horry County Police Department (SC)"
"967","Coral Gables Police Department (FL)"
"968","Union County Sheriff's Office (NJ)"
"969","Altamonte Springs Police Department (FL)"
"970","Washington State Patrol (WA)"
"971","Gulfport Police Department (MS)"
"972","Carson City Sheriff's Office (NV)"
"973","Bossier City Police Department (LA)"
"974","Milwaukie Police Department (OR)"
"975","Mendocino County Sheriff's Office (CA)"
"976","Chamblee Police Department (GA)"
"977","Colton Police Department (CA)"
"978","Jackson County Sheriff's Office (OR)"
"979","Cassville Police Department (MO)"
"980","Tuscaloosa County Sheriff's Office (AL)"
"981","Bellevue Police Department (NE)"
"982","Moss Point Police Department (MS)"
"983","Española Police Department (NM)"
"984","Anne Arundel County Police Department (MD)"
"985","Gilbert Police Department (AZ)"
"986","Cumming Police Department (GA)"
"987","Rapid City Police Department (SD)"
"988","Ogden Metro SWAT (UT)"
"989","McPherson Police Department (KS)"
"990","San Mateo Sheriff's Department (CA)"
"991","Aiken County Sheriff's Office (SC)"
"992","Chester Police Department (PA)"
"993","Hickory Police Department (NC)"
"994","Montgomery County KS Sheriff's Department/ Kansas Highway Patrol (KS)"
"995","Patterson Police Department (NJ)"
"996","Cowley County Sheriff's Department (KS)"
"997","Lancaster County Sheriff's Office (NE)"
"998","Missouri State Trooper (MO)"
"999","Hoke County Sheriffs Office (NC)"
"1000","Merced County Sheriff's Office (CA)"
"1001","Southern University of New Orleans Police Department (LA)"
"1002","Newport Beach Police Department (CA)"
"1003","Tallahassee Police Department (FL)"
"1004","Washington County Sheriff's Office (TN)"
"1005","Johnson County Sheriff's Office (MO)"
"1006","Hamersville Police Department (OH)"
"1007","Winston-Salem Police Department (NC)"
"1008","Poughkeepsie Police Department (NY)"
"1009","Purcellville Police Department (VA)"
"1010","Butler County Sheriff's Office (MO)"
"1011","Jeff Davis County Sheriff's Office (GA)"
"1012","Montgomery County Sheriff's Office (TX)"
"1013","Edgecombe County Sheriff's Office (NC)"
"1014","Hernando County Sheriff's Office (FL)"
"1015","George County Sheriff's Department (MS)"
"1016","Pearisburg Police Department (VA)"
"1017","Portage County Sheriff's Department (WI)"
"1018","Jefferson Parish Sheriff's Office (LA)"
"1019","Barnesville Police Department (GA)"
"1020","Salisbury Police Department (MA)"
"1021","Houston County Sheriff's Office (AL)"
"1022","Nesquehoning Police Department (PA)"
"1023","Pierce County Police Department (WA)"
"1024","Birmingham Police Department (AL)"
"1025","Ontario Police Department (CA)"
"1026","Salem Police Department (OR)"
"1027","Payette County Sheriff's Department (ID)"
"1028","Colorado State Patrol (CO)"
"1029","Ionia County Sheriff's Office (MI)"
"1030","Hallandale Beach Police Department (FL)"
"1031","Hearne Police Department (TX)"
"1032","Yuba County Sheriff's Department (CA)"
"1033","Daytona Beach Police Department / South Daytona Police Department (FL)"
"1034","Hinds County Sheriff's Department (MS)"
"1035","Dublin Police Department (CA)"
"1036","Ionia County (MI)"
"1037","Texas Department of Public Safety / Center Police Department (TX)"
"1038","Niles Police Department (MI)"
"1039","Dane County Sheriff's Department (WI)"
"1040","Columbus County Sheriff's Office (NC)"
"1041","Hinds County Sheriff'sOffice (MS)"
"1042","Athena City Police Department (OR)"
"1043","Oroville Police Department (CA)"
"1044","Scott County Sheriff's Department (KY)"
"1045","Merced Police Department (CA)"
"1046","Boone County Sheriff's Department (KY)"
"1047","Lauderdale County Sheriff's Office (MS)"
"1048","Adams County Sheriff's Office (MS)"
"1049","Lancaster County Sheriff's Office (SC)"
"1050","Walnut Ridge Police Department (AR)"
"1051","Surry County Sheriff's Office (NC)"
"1052","Lincoln IL Police Department (IL)"
"1053","Anniston Police Department (AL)"
"1054","U.S. Marshals Service (UT)"
"1055","Warren County Sheriff's Office (OH)"
"1056","Tulsa County Sheriff's Office (OK)"
"1057","Imperial County Sheriff's Office (CA)"
"1058","Gapevine Police Department (TX)"
"1059","Iowa Falls Police Department (IA)"
"1060","Nettleton Police Department (MS)"
"1061","St. Charles Police Department (MO)"
"1062","Tangipahoa Sheriff's Department (LA)"
"1063","Stone County Sheriff's Office (MS)"
"1064","Manatee County Sheriff's Office (FL)"
"1065","Santa Clara Police Department (CA)"
"1066","Sierra Vista Police Department (AZ)"
"1067","Centerville Police Department (UT)"
"1068","East Hartford Police Department (CT)"
"1069","Harvey Police Department (IL)"
"1070","Yakima Police Department (WA)"
"1071","Gallatin County Sheriff's Department (KY)"
"1072","Cumberland County Sheriff's Office (ME)"
"1073","Woodstock Police Department (GA)"
"1074","East Point Police Department (GA)"
"1075","Charlotte Correctional Institution (FL)"
"1076","Federal Bureau of Investigation (MD)"
"1077","York County Sheriff's Department (SC)"
"1078","Oceanside Police Department (CA)"
"1079","Wauconda Police Department (IL)"
"1080","Brattleboro Police Department (VT)"
"1081","Washington County Sheriff's Office (MD)"
"1082","Monteagle Police Department (TN)"
"1083","Darlington County Sheriff's Office (SC)"
"1084","Doña Ana County Sheriff's Office (NM)"
"1085","Newton County Sheriff's Office (GA)"
"1086","Johnson City Police Department (NY)"
"1087","Cleveland County Sheriff's Office (NC)"
"1088","Columbus State University Campus Police (GA)"
"1089","New Bern Police Department (NC)"
"1090","Lincoln County Sheriff's Office (NC)"
"1091","Somervell County Sheriff's Office (TX)"
"1092","Beckham County Sheriff's Office (OK)"
"1093","Port Arthur Pollice Department (TX)"
"1094","Rowan County Sheriff's Office (NC)"
"1095","Stevens County Sheriff's Department (WA)"
"1096","Cuyahoga County Sheriff's Office (OH)"
"1097","Providence Police Department (RI)"
"1098","Pierce County Sheriff's Department (WA)"
"1099","Yonkers Police Department (NY)"
"1100","Maryland State Police (MD)"
"1101","Monterey County Sheriff's Office (CA)"
"1102","San Mateo Police Department (CA)"
"1103","Capital Area Regional Fugitive Task Force (DC)"
"1104","Forsyth County Sheriff's Office (GA)"
"1105","City of Poughkeepsie Police Department (NY)"
"1106","Lawton Police Department (OK)"
"1107","Richland County Sheriff's Office (OH)"
"1108","Clark County Regional SWAT (WA)"
"1109","Lake City Police Department (FL)"
"1110","Yuba City Police Department (CA)"
"1111","Avery County Sheriff's Department (NC)"
"1112","Jefferson County Sheriff's Department (KY)"
"1113","Washington County Sheriff's Office (FL)"
"1114","U.S. Border Patrol (MI)"
"1115","St. Joseph Police Department (MO)"
"1116","New Hampshire Department of Corrections Probation/Parole Officers (NH)"
"1117","Sleepy Hollow Police Department (IL)"
"1118","Highlands County Sheriff's Department (FL)"
"1119","Chattooga County Sheriff's Department (GA)"
"1120","Alaska State Troopers (AK)"
"1121","Alexander City Police Department (AL)"
"1122","Okmulgee Police Department (OK)"
"1123","Ravalli County Sheriff's Department (MT)"
"1124","North Little Rock Police Department (AR)"
"1125","Hendry County Sheriff's Office (FL)"
"1126","Bourbon Police Department (MO)"
"1127","Duncan Police Department (SC)"
"1128","Blackfeet Police Department (MT)"
"1129","Gainesville Police Department (FL)"
"1130","Sacramento County Sheriff's Office (CA)"
"1131","Lafayette Parish Sheriff's Office (LA)"
"1132","Saint Charles County Sheriff's Office (MO)"
"1133","Danville Police Department (IL)"
"1134","Crandall Police Department (TX)"
"1135","Downriver SWAT Team (MI)"
"1136","York County Sheriff's Office (SC)"
"1137","San Jose State University Police (CA)"
"1138","Glacier County Sheriff's Department (MT)"
"1139","Gregg County Sheriff's Office (TX)"
"1140","Hammond Police Department (IN)"
"1141","Snohomish County Multi-Agency Response Team (WA)"
"1142","Hamilton Police Department (OH)"
"1143","Auburn Police Department (NY)"
"1144","Moore Police Department (OK)"
"1145","Bureau of Land Management (NV)"
"1146","Euharlee Police Department (GA)"
"1147","Eau Claire S.W.A.T (WI)"
"1148","Cook County Sheriff's Office (IL)"
"1149","Tustin Police Department (CA)"
"1150","North Augusta Department of Public Safety (SC)"
"1151","University of Texas Police Department (TX)"
"1152","Chaska Police Department/Minnesota State Patrol/Carver County sheriff's office (MN)"
"1153","Lincoln Parish Sheriff's Office (LA)"
"1154","Brookshire Police Department (TX)"
"1155","Taylor County Sheriff's Office (FL)"
"1156","Arvada Police Department (CO)"
"1157","Hawaii County Police Department (HI)"
"1158","Pierce County Sheriff's Department Deputies (WA)"
"1159","Kingstree Police Department (SC)"
"1160","Juab County Sheriff's Department Deputies (UT)"
"1161","U.S. Border Patrol and California Highway Patrol (CA)"
"1162","DeRidder Police Department (LA)"
"1163","Sioux City Police Department (IA)"
"1164","Passaic Police Department (NJ)"
"1165","DeKalb County Police Department (IL)"
"1166","Penn Hills Police Department (PA)"
"1167","Department of Probation (SC)"
"1168","Federal Heights Police Department (CO)"
"1169","Lodi Police Department (CA)"
"1170","South Carolina Highway Patrol (SC)"
"1171","Yuba City Police department (CA)"
"1172","Sequatchie Sheriff's Office (TN)"
"1173","Bay Area Rapid Transit Police Department (CA)"
"1174","Loxley Police Department (AL)"
"1175","Fairfield Township Police Department (OH)"
"1176","Lindon City Police Department (UT)"
"1177","Lake Elsinore Police Department (CA)"
"1178","Saint Lucie Sheriff's Department (FL)"
"1179","Pinal County Sheriff's Department (AZ)"
"1180","Parkersburg Police Department (WV)"
"1181","Jonesboro Police Department (AR)"
"1182","Bee County Police Department (TX)"
"1183","Eustis Police Department (FL)"
"1184","Harrison County Sheriff's Office (WV)"
"1185","Sarasota Police Department (FL)"
"1186","Southport Police Department (NC)"
"1187","Paterson Police Department (NJ)"
"1188","Watauga Police Department (TX)"
"1189","Crestview Police Department (FL)"
"1190","Redford Police Department (MI)"
"1191","Rawlins Police Department (WY)"
"1192","Merced County Sheriff's Department (CA)"
"1193","Suffolk Police Department (VA)"
"1194","St. Mary Parish Sheriff's Office (LA)"
"1195","George County Sheriff's Office (MS)"
"1196","Homedale Police Department (ID)"
"1197","Palo Alto Police Department (CA)"
"1198","Lansing Police Department (MI)"
"1199","Porterville Police Department (CA)"
"1200","East Baton Rouge Sheriff's Office (LA)"
"1201","Franklin Parish Sheriff's Office (LA)"
"1202","Dearborn Police Department (MI)"
"1203","Ludlow Police Department (KY)"
"1204","Vermont State Police (VT)"
"1205","Douglas County Sheriff's Office (GA)"
"1206","Hemet Police Department (CA)"
"1207","Massachusetts State Police Department (NH)"
"1208","Northwood Police Department (OH)"
"1209","Taos County Sheriff's Office (NM)"
"1210","Modesto Police Department (CA)"
"1211","Kent Police Department (OH)"
"1212","Dallas (NC)"
"1213","Mount Hope Police Department (WV)"
"1214","Gilroy Police Department (CA)"
"1215","Milan Police Department (TN)"
"1216","Mountain View Police Department (CO)"
"1217","Thurston County Sheriff's Office (WA)"
"1218","University of North Texas Police Department (TX)"
"1219","Chattanooga Police Department (TN)"
"1220","Stroud Area Regional Police (PA)"
"1221","Healdton Police Department (OK)"
"1222","Marina Police Department (CA)"
"1223","Kentucky State Police (KY)"
"1224","Sportsmen Acres Police Department (OK)"
"1225","Cleveland Metroparks Ranger Department (OH)"
"1226","Nelson County Sheriff's Office (VA)"
"1227","Richmond Heights Police Department (OH)"
"1228","Albany County Sheriff's Office (WY)"
"1229","Miami Beach Police Department (FL)"
"1230","Neenah Police Department (WI)"
"1231","Pike County Sheriff's Office (OH)"
"1232","Deuel County Sheriff's Office (NE)"
"1233","Unknown (CA)"
"1234","Deming Police Department (NM)"
"1235","Bangor Police Department (ME)"
"1236","Jal Police Department (TX)"
"1237","Ohio State Highway Patrol (OH)"
"1238","Dekalb County Sheriff's Department (MO)"
"1239","Lincoln Police Department (NE)"
"1240","Seagoville Police Department (TX)"
"1241","Stone County Sheriff's Office (MO)"
"1242","Paradise Police Department (CA)"
"1243","Ozark Police Department (MO)"
"1244","Eagar Police Department (AZ)"
"1245","Camden County Police Department (NJ)"
"1246","Columbia Heights Police Department (MN)"
"1247","Colbert Police Department (OK)"
"1248","Paulding County Sheriff's Office (GA)"
"1249","Coweta County Sheriff's Department (GA)"
"1250","Fort Pierce Police Department (FL)"
"1251","Lane County Sheriff's Office (OR)"
"1252","Cayce Department of Public Safety (SC)"
"1253","Little Egg Harbor Police Department (NJ)"
"1254","Early County Sheriff's Office (GA)"
"1255","Weatherford Police Department (TX)"
"1256","Whitfield County Sheriff's Office (GA)"
"1257","Harnett County Sheriff's Office (NC)"
"1258","Philadelphia Housing Authority Police Department (PA)"
"1259","Baltimore County Police Department (DC)"
"1260","Gibson County Sheriff's Office (TN)"
"1261","Sunnyvale Bureau of Police Services (CA)"
"1262","Unknown (CO)"
"1263","Beaverhead County Sheriff's Office (MT)"
"1264","Colorado Springs Police Department (CO)"
"1265","West Virginia State Police (WV)"
"1266","Spartanburg Methodist College Campus Safety Department (SC)"
"1267","Anson County Sheriff's Office (NC)"
"1268","Clark County School District Police Department (NV)"
"1269","Berkeley County Sheriff's Office (SC)"
"1270","Monongalia County Sheriff's Office (WV)"
"1271","Lakeshire Police Department (MO)"
"1272","Skiatook Police Department (OK)"
"1273","University of California Police Department (CA)"
"1274","Avoyelles Parish Ward 2 (LA)"
"1275","Prince George's County Police Department (DC)"
"1276","Klamath County Sheriff's Office (OR)"
"1277","Adams County Sheriff's Office (ID)"
"1278","Hutchinson Police Department (MN)"
"1279","Special police (DC)"
"1280","Opelika Police Department (AL)"
"1281","Seminole Police Department (FL)"
"1282","Mesquite Police Department (TX)"
"1283","Cherokee County Sheriff's Office (OK)"
"1284","Hohenwald Police Department (TN)"
"1285","Unknown (OR)"
"1286","Monroe County Sheriff's Office (MS)"
"1287","San Diego Harbor Police Department (CA)"
"1288","Southeastern Pennsylvania Transportation Authority Police Department (PA)"
"1289","Pickens County Sheriff's Office (GA)"
"1290","Muskingum County Sheriff's Office (OH)"
"1291","Kenosha County Sheriff's Office (WI)"
"1292","New Paltz Police Department (NY)"
"1293","Cathedral City Police Department (CA)"
"1294","Casselberry Police Department (FL)"
"1295","US Customs and Border Protection (CA)"
"1296","Kentwood Police Department (MI)"
"1297","Tulare County Sheriff's Office (CA)"
"1298","Sierra County Sheriff's Office (NM)"
"1299","Cedar Rapids Police Department (IA)"
"1300","Osage County Sheriff's Office (KS)"
"1301","Jeffersontown Police Department (KY)"
"1302","Aitkin County Sheriff's Office (MN)"
"1303","York Police Department (PA)"
"1304","U.S. Immigration and Customs Enforcement (CA)"
"1305","Richmond Police Department (VA)"
"1306","Hall County Sheriff's Department (GA)"
"1307","Douglas County Sheriff's Office (NV)"
"1308","Columbus Police Department (MS)"
"1309","Kirkland Police Department (WA)"
"1310","Davis Police Department (CA)"
"1311","Parma Police Department (OH)"
"1312","Collier County Sheriff's Office (FL)"
"1313","Conecuh County Sheriff's Office (AL)"
"1314","Emerson Police Department (GA)"
"1315","Brookhaven Police Department (MS)"
"1316","Lake Charles Police Department (LA)"
"1317","Ector County Sheriff's Office (TX)"
"1318","Revere Police Department (MA)"
"1319","Lisle Police Department (IL)"
"1320","Beverly Police Department (MA)"
"1321","Riverside County Sheriff's Office (CA)"
"1322","Monterey Police Department (CA)"
"1323","Hurst Police Department (TX)"
"1324","Woodbridge Police Department (NJ)"
"1325","Akron Police Department (OH)"
"1326","Muscle Shoals Police Department (AL)"
"1327","East Cleveland Police Department (OH)"
"1328","Washington County Sheriff's Office (OR)"
"1329","Rialto Police Department (CA)"
"1330","NA (AZ)"
"1331","Randall County Sheriff's Office (TX)"
"1332","Rockport Police Department (TX)"
"1333","Kanabec County Sheriff's Office (MN)"
"1334","Ponder Police Department (TX)"
"1335","Walker County Sheriff's Office (GA)"
"1336","Lovington Police Department (NM)"
"1337","Georgia State Patrol (GA)"
"1338","Yavapai County Sheriff's Office (AZ)"
"1339","Fountain Police Department (CO)"
"1340","McKinney Police Department (TX)"
"1341","Grayson County Sheriff's Office (VA)"
"1342","Okaloosa County Sheriff's Office (FL)"
"1343","Shasta County Sheriff's Office (CA)"
"1344","Sand City Police Department (CA)"
"1345","Shelbyville Police Department (IN)"
"1346","Harrisonburg Police Department (VA)"
"1347","Benton Charter Township Police Department (MI)"
"1348","Washington County Sheriff's Office (AL)"
"1349","Tulalip Tribal Police Department (WA)"
"1350","Dickson County Sheriff's Office (TN)"
"1351","Lawrence County Sheriff's Office (SD)"
"1352","U.S. Marshals Violent Offender Task Force (US Marshals Service) Alexandria Police Department (LA)"
"1353","St. Bernard Parish Sheriff's Office (LA)"
"1354","Unknown (KY)"
"1355","Kansas Department of Corrections (KS)"
"1356","Barstow Police Department (CA)"
"1357","Grant County Sheriff's Office (OK)"
"1358","Smith County Sheriff's Office (TX)"
"1359","Washington County Sheriff's Office (IA)"
"1360","Talladega County Sheriff's Office (AL)"
"1361","Broomfield Police Department (CO)"
"1362","Federal Bureau of Investigation (PA)"
"1363","Potsdam Police Department (NY)"
"1364","Indiana State Police (IN)"
"1365","El Monte Police Department (CA)"
"1366","Ashwaubenon Department of Public Safety (WI)"
"1367","Fairbanks Police Department (AK)"
"1368","Springfield Township Police Department (OH)"
"1369","Paris Police Department (TN)"
"1370","Lathrup Village Police Department (MI)"
"1371","Hobbs Police Department (NM)"
"1372","Mitchell Police Division (SD)"
"1373","West Baden Police Department (IN)"
"1374","Merrimack Police Department (NH)"
"1375","Hoopa Tribal Police (CA)"
"1376","Parker County Sheriff's Office (TX)"
"1377","Bluefield Police Department (WV)"
"1378","Twinsburg Police Department (OH)"
"1379","Loveland Police Department (CO)"
"1380","Harris County Sheriff's Office (GA)"
"1381","Spanish Fork Police Department (UT)"
"1382","Hamilton County Sheriff's Office (TN)"
"1383","West Jordan Police Department (UT)"
"1384","Hendersonville Police Department (TN)"
"1385","Chester County Sheriff's Office (PA)"
"1386","Archdale Police Department (NC)"
"1387","Arab Police Department (AL)"
"1388","Brick Township Police Department (NJ)"
"1389","Troy Police Department (NY)"
"1390","Itasca County Sheriff's Office (MN)"
"1391","King George County Sheriff's Office (VA)"
"1392","New Albany Police Department (MS)"
"1393","Wake Forest Police Department (NC)"
"1394","Mason County Sheriff's Office (WA)"
"1395","Tuscaloosa Police Department (AL)"
"1396","Maggie Valley Police Department (NC)"
"1397","Bloomfield Police Department (MI)"
"1398","Stevens County Sheriff's Office (WA)"
"1399","Kerrville Police Department (TX)"
"1400","Jefferson County IN Sheriff's Office (IN)"
"1401","Boerne Police Department (TX)"
"1402","Prince George's Police Department (MD)"
